"Funding","Sin","Rep","LAB","QCbatch","strMAT","Vol","Proportion","DryWt","WetWt","AnalysisType","Catno","Units","comment","TtlAromatic","TPAH_adj","TOTALKANES","depth","Project","projectCode","invest","CollectMethod","matrix","SubMatrix","species","DateCollected","Year","location","sampler","agency","LAT","LONG","SampleType","QCERROR"
"EVOSTC",706546,1,"ABL","R030397","",NA,NA,5.64,20.43,"Sediment","RMB_067","",NA,0.36,0.36,309.71,"","Pink Habitat Recovery","97194","89TWC051V","Hand","sediment","","KN70","16-Aug-89",1989,"22630","","ADFG",60.345,-147.673,"ENV","GOOD"
"EVOSTC",706604,1,"ABL","R030397","",NA,NA,3.12,20.61,"Sediment","RMB_067","",NA,0.25,0.25,106.92,"","Pink Habitat Recovery","97194","89TWC059V","Hand","sediment","","KN13","16-Aug-89",1989,"22630","","ADFG",60.376,-147.707,"ENV","GOOD"
"EVOSTC",706608,1,"ABL","R032697","",NA,NA,18.45,20.53,"Sediment","RMB_067","",NA,1.88,1.88,14.11,"","Pink Habitat Recovery","97194","89TWC145V","Hand","sediment","","EV00","13-Aug-89",1989,"22640","","ADFG",60.099,-148.001,"ENV","GOOD"
"EVOSTC",706626,1,"ABL","R030397","",NA,NA,3.45,20.18,"Sediment","RMB_067","",NA,1.55,1.55,928.92,"","Pink Habitat Recovery","97194","89TWC195V","Hand","sediment","","EW01","12-Sep-89",1989,"22620","","ADFG",60.405,-148.162,"ENV","GOOD"
"EVOSTC",706633,1,"ABL","R032697","",NA,NA,13.5,20.92,"Sediment","RMB_067","",NA,13.1,12.54,2216.03,"","Pink Habitat Recovery","97194","89TWC202V","Hand","sediment","","ER00","14-Sep-89",1989,"22640","","ADFG",59.989,-147.994,"ENV","GOOD"
"EVOSTC",706638,1,"ABL","R051397","",NA,NA,0.193,0.207,"Sediment","RMB_067","",NA,205342.68,193450.76,2588470,"","Pink Habitat Recovery","97194","89TWC207V","Hand","sediment","","ER01","14-Sep-89",1989,"22650","","ADFG",59.953,-148.173,"ENV","GOOD"
"EVOSTC",706646,1,"ABL","R031897","",NA,NA,14.85,20.17,"Sediment","RMB_067","",NA,7.52,7.3,1704.6,"","Pink Habitat Recovery","97194","89TWC217V","Hand","sediment","","BA00","17-Sep-89",1989,"22640","","ADFG",60.199,-148.057,"ENV","GOOD"
"EVOSTC",706704,1,"ABL","R032697","",NA,NA,17.52,20.2,"Sediment","RMB_067","",NA,3.36,3.35,187.34,"","Pink Habitat Recovery","97194","89TWC225V","Hand","sediment","","BA00","18-Sep-89",1989,"22640","","ADFG",60.164,-148.085,"ENV","GOOD"
"EVOSTC",706714,1,"ABL","R031897","",NA,NA,0.204,0.216,"Sediment","RMB_067","",NA,8195.25,8144.14,27157,"","Pink Habitat Recovery","97194","89TWC236V","Hand","sediment","","FL00","20-Sep-89",1989,"22640","","ADFG",60.181,-148.028,"ENV","GOOD"
"EVOSTC",706723,1,"ABL","R032697","",NA,NA,0.406,0.42,"Sediment","RMB_067","",NA,44832.88,44110.59,296560.688,"","Pink Habitat Recovery","97194","89TWC245V","Hand","sediment","","EV00","20-Sep-89",1989,"22640","","ADFG",60.145,-147.976,"ENV","GOOD"
"EVOSTC",805101,1,"ABL","R052797","",NA,NA,0.65,9.12,"TISSUE","RMB_069","",NA,11.28,9.78,56.45,"","THOMAS 9","","KN300-SMALL","","tissue","WHOLE","MUSS","31-Mar-97",1997,"HERRP","HARRIS","NMFS",60.474,-147.791,"EXP","GOOD"
"EVOSTC",805102,1,"ABL","R052797","",NA,NA,0.59,9.58,"TISSUE","RMB_069","",NA,9.91,9.06,32.14,"","THOMAS 9","","KN300-LARGE","","tissue","WHOLE","MUSS","31-Mar-97",1997,"HERRP","HARRIS","NMFS",60.474,-147.791,"EXP","GOOD"
"EVOSTC",805103,1,"ABL","R052797","",NA,NA,0.83,9.38,"TISSUE","RMB_069","",NA,40.19,38.37,180.34,"","THOMAS 9","","KN136A-SMALL","","tissue","WHOLE","MUSS","31-Mar-97",1997,"BOISL","HARRIS","NMFS",60.382,-147.712,"EXP","GOOD"
"EVOSTC",805104,1,"ABL","R052797","",NA,NA,0.62,9.46,"TISSUE","RMB_069","",NA,9.14,7.98,47.9,"","THOMAS 9","","KN136A-LARGE","","tissue","WHOLE","MUSS","31-Mar-97",1997,"BOISL","HARRIS","NMFS",60.382,-147.712,"EXP","GOOD"
"EVOSTC",805105,1,"ABL","R052797","",NA,NA,0.87,9.24,"TISSUE","RMB_069","",NA,51.66,49.92,227.6,"","THOMAS 9","","KN505-SMALL","","tissue","WHOLE","MUSS","31-Mar-97",1997,"HERRP","HARRIS","NMFS",60.443,-147.82,"EXP","GOOD"
"EVOSTC",805106,1,"ABL","R052797","",NA,NA,0.62,9.37,"TISSUE","RMB_069","",NA,28.66,27.46,53.25,"","THOMAS 9","","KN136A-LARGE","","tissue","WHOLE","MUSS","31-Mar-97",1997,"HERRP","HARRIS","NMFS",60.443,-147.82,"EXP","GOOD"
"EVOSTC",805107,1,"ABL","R052797","",NA,NA,0.94,9.87,"TISSUE","RMB_069","",NA,11.65,10.58,252.75,"","THOMAS 9","","TEEHARBOR-SMALL","","tissue","WHOLE","MUSS","31-Mar-97",1997,"TEEHR","RICE","NMFS",58.423,-134.757,"EXP","GOOD"
"EVOSTC",805108,1,"ABL","R052797","",NA,NA,0.89,9.87,"TISSUE","RMB_069","",NA,9.15,8.6,435.64,"","THOMAS 9","","TEEHARBOR-LARGE","","tissue","WHOLE","MUSS","31-Mar-97",1997,"TEEHR","RICE","NMFS",58.423,-134.757,"EXP","GOOD"
"EVOSTC",805701,1,"ABL","R052797","",NA,NA,0.88,5.6,"TISSUE","RMB_070","",NA,10.17,8.89,1132.31,"","THOMAS 9","","KN500-SMALL","","tissue","WHOLE","MUSS","10-May-97",1997,"HERRP","HARRIS","NMFS",60.474,-147.791,"EXP","GOOD"
"EVOSTC",805702,1,"ABL","R052797","",NA,NA,1.35,9.51,"TISSUE","RMB_070","",NA,7.25,6.48,756.9,"","THOMAS 9","","KN500-LARGE","","tissue","WHOLE","MUSS","10-May-97",1997,"HERRP","HARRIS","NMFS",60.474,-147.791,"EXP","GOOD"
"EVOSTC",805703,1,"ABL","R052797","",NA,NA,0.56,3.77,"TISSUE","RMB_070","",NA,146.81,144.19,1190.3,"","THOMAS 9","","KN136A-SMALL","","tissue","WHOLE","MUSS","10-May-97",1997,"BOISL","HARRIS","NMFS",60.382,-147.712,"EXP","GOOD"
"EVOSTC",805704,1,"ABL","R052797","",NA,NA,0.95,9.89,"TISSUE","RMB_070","",NA,31.31,30.3,418.19,"","THOMAS 9","","KN136A-LARGE","","tissue","WHOLE","MUSS","10-May-97",1997,"BOISL","HARRIS","NMFS",60.382,-147.712,"EXP","GOOD"
"EVOSTC",805705,1,"ABL","R060397","",NA,NA,1.37,6.85,"TISSUE","RMB_070","",NA,62.47,61.84,1686.28,"","THOMAS 9","","KN505-SMALL","","tissue","WHOLE","MUSS","10-May-97",1997,"HERRP","HARRIS","NMFS",60.443,-147.82,"EXP","GOOD"
"EVOSTC",805706,1,"ABL","R060397","",NA,NA,1.52,9.55,"TISSUE","RMB_070","",NA,63.33,62.62,1197.57,"","THOMAS 9","","KN505-LARGE","","tissue","WHOLE","MUSS","10-May-97",1997,"HERRP","HARRIS","NMFS",60.443,-147.82,"EXP","GOOD"
"EVOSTC",805707,1,"ABL","R060397","",NA,NA,1.13,8.72,"TISSUE","RMB_070","",NA,17.71,17.65,858.66,"","THOMAS 9","","TEEHARBOR-SMALL","","tissue","WHOLE","MUSS","10-May-97",1997,"TEEHR","RICE","NMFS",58.423,-134.757,"EXP","GOOD"
"EVOSTC",805708,1,"ABL","R060397","",NA,NA,1.39,9.76,"TISSUE","RMB_070","",NA,21.41,21.22,1013.17,"","THOMAS 9","","TEEHARBOR-LARGE","","tissue","WHOLE","MUSS","10-May-97",1997,"TEEHR","RICE","NMFS",58.423,-134.757,"EXP","GOOD"
"EVOSTC",805709,1,"ABL","R062797","",NA,NA,0.83,7.63,"TISSUE","RMB_071","",NA,314.58,307.15,4250.13,"","THOMAS 9","","KN505-SMALL","","tissue","WHOLE","MUSS","10-Jun-97",1997,"HERRP","SHORT","NMFS",60.443,-147.82,"EXP","GOOD"
"EVOSTC",805710,1,"ABL","R062797","",NA,NA,0.87,10.01,"TISSUE","RMB_071","",NA,34.3,34.3,341.03,"","THOMAS 9","","KN505-LARGE","","tissue","WHOLE","MUSS","10-Jun-97",1997,"HERRP","SHORT","NMFS",60.443,-147.82,"EXP","GOOD"
"EVOSTC",805711,1,"ABL","R062797","",NA,NA,1.13,9.61,"TISSUE","RMB_071","",NA,7.43,7.43,452.82,"","THOMAS 9","","KN500-SMALL","","tissue","WHOLE","MUSS","10-Jun-97",1997,"HERRP","SHORT","NMFS",60.474,-147.791,"EXP","GOOD"
"EVOSTC",805712,1,"ABL","R062797","",NA,NA,1.08,9.53,"TISSUE","RMB_071","",NA,4.07,4.07,280.54,"","THOMAS 9","","KN500-LARGE","","tissue","WHOLE","MUSS","10-Jun-97",1997,"HERRP","SHORT","NMFS",60.474,-147.791,"EXP","GOOD"
"EVOSTC",805713,1,"ABL","R062797","",NA,NA,0.63,6.17,"TISSUE","RMB_071","",NA,6.33,6.33,713.23,"","THOMAS 9","","KN133A-SMALL","","tissue","WHOLE","MUSS","10-Jun-97",1997,"HERRB","SHORT","NMFS",60.434,-147.759,"EXP","GOOD"
"EVOSTC",805714,1,"ABL","R081197","",NA,NA,0.94,9.61,"TISSUE","RMB_070","",NA,13.56,13.03,557.35,"","THOMAS 9","","KN133A-LARGE","","tissue","WHOLE","MUSS","10-Jun-97",1997,"HERRB","SHORT","NMFS",60.434,-147.759,"EXP","GOOD"
"EVOSTC",805715,1,"ABL","R081197","",NA,NA,1.03,9.23,"TISSUE","RMB_070","",NA,18.18,18.05,711.63,"","THOMAS 9","","KN136A-SMALL","","tissue","WHOLE","MUSS","10-Jun-97",1997,"BOISL","SHORT","NMFS",60.382,-147.712,"EXP","GOOD"
"EVOSTC",805716,1,"ABL","R081197","",NA,NA,0.77,9.83,"TISSUE","RMB_070","",NA,9.04,8.84,364.75,"","THOMAS 9","","KN136A-LARGE","","tissue","WHOLE","MUSS","10-Jun-97",1997,"BOISL","SHORT","NMFS",60.382,-147.712,"EXP","GOOD"
"EVOSTC",805717,1,"ABL","R081197","",NA,NA,1,6.66,"TISSUE","RMB_070","",NA,19.51,18.64,1304.38,"","THOMAS 9","","TEEHARBOR-SMALL","","tissue","WHOLE","MUSS","10-Jun-97",1997,"TEEHR","RICE","NMFS",58.423,-134.757,"EXP","GOOD"
"EVOSTC",805718,1,"ABL","R081197","",NA,NA,1.25,9.15,"TISSUE","RMB_070","",NA,15.82,14.93,1014.08,"","THOMAS 9","","TEEHARBOR-LARGE","","tissue","WHOLE","MUSS","10-Jun-97",1997,"TEEHR","RICE","NMFS",58.423,-134.757,"EXP","GOOD"
"EVOSTC",805801,1,"ABL","R081197","",NA,NA,0.85,9.46,"TISSUE","RMB_070","",NA,56.8,56.23,852.72,"","THOMAS","","","HAND","tissue","","MUSS","4-Jul-97",1997,"BOISL","SHORT","NMFS",NA,NA,"ENV","GOOD"
"EVOSTC",805802,1,"ABL","R081197","",NA,NA,0.76,9.44,"TISSUE","RMB_070","",NA,12.62,12.54,300.51,"","THOMAS","","","HAND","tissue","","MUSS","4-Jul-97",1997,"BOISL","SHORT","NMFS",NA,NA,"ENV","GOOD"
"EVOSTC",805803,1,"ABL","R081197","",NA,NA,0.9,9.12,"TISSUE","RMB_070","",NA,8.06,7.74,284.58,"","THOMAS","","","HAND","tissue","","MUSS","4-Jul-97",1997,"HERRP","SHORT","NMFS",NA,NA,"ENV","GOOD"
"EVOSTC",805804,1,"ABL","R081197","",NA,NA,0.9,10.28,"TISSUE","RMB_070","",NA,2.96,2.96,249.4,"","THOMAS","","","HAND","tissue","","MUSS","4-Jul-97",1997,"HERRP","SHORT","NMFS",NA,NA,"ENV","GOOD"
"EVOSTC",805806,1,"ABL","R081197","tis",NA,NA,0.92,9.7,"TISSUE","RMB_070","ng/g wet",NA,10.15,10.15,387.01,"","THOMAS","","","HAND","tissue","","MUSS","4-Jul-97",1997,"HERRP","SHORT","NMFS",NA,NA,"ENV","GOOD"
"EVOSTC",805808,1,"ABL","R010898","",NA,NA,0.84,8.51,"TISSUE","RMB_070","",NA,5.18,4.56,406.81,"","THOMAS","","","HAND","tissue","","MUSS","4-Jul-97",1997,"HERRP","SHORT","NMFS",NA,NA,"ENV","GOOD"
"EVOSTC",805809,1,"ABL","R010898","",NA,NA,0.89,8.2,"TISSUE","RMB_070","",NA,151.1,148.87,829.39,"","THOMAS","","","HAND","tissue","","MUSS","4-Jul-97",1997,"HERRP","SHORT","NMFS",NA,NA,"ENV","GOOD"
"EVOSTC",805810,1,"ABL","R010898","",NA,NA,0.77,8.83,"TISSUE","RMB_070","",NA,138.59,136.35,677.52,"","THOMAS","","","HAND","tissue","","MUSS","4-Jul-97",1997,"HERRP","SHORT","NMFS",NA,NA,"ENV","GOOD"
"EVOSTC",805901,1,"ABL","R100397","",NA,NA,0.64,6.48,"TISSUE","RMB_070","",NA,12.55,12.55,1028.32,"","THOMAS","","TEEHARBOR-SMALL","HAND","tissue","WHOLE","MUSS","6-Aug-97",1997,"TEEHR","RICE","NMFS ABL",58.423,-134.757,"ENV","GOOD"
"EVOSTC",805902,1,"ABL","R100397","",NA,NA,0.75,8.32,"TISSUE","RMB_070","",NA,10.95,10.95,485.51,"","THOMAS","","TEEHARBOR-LARGE","HAND","tissue","WHOLE","MUSS","6-Aug-97",1997,"TEEHR","RICE","NMFS ABL",58.423,-134.757,"ENV","GOOD"
"EVOSTC",805903,1,"ABL","R100397","",NA,NA,0.68,8.41,"TISSUE","RMB_070","",NA,2.37,2.37,1321.55,"","THOMAS","","KN500-SMALL","HAND","tissue","WHOLE","MUSS","6-Aug-97",1997,"HERRP","HARRIS","NMFS ABL",60.474,-147.791,"ENV","GOOD"
"EVOSTC",805904,1,"ABL","R100397","",NA,NA,0.62,8.51,"TISSUE","RMB_070","",NA,0.33,0.33,903.41,"","THOMAS","","KN500-LARGE","HAND","tissue","WHOLE","MUSS","7-Aug-97",1997,"HERRP","HARRIS","NMFS ABL",60.474,-147.791,"ENV","GOOD"
"EVOSTC",805905,1,"ABL","R100397","",NA,NA,0.69,8.6,"TISSUE","RMB_070","",NA,12.76,12.76,1373.66,"","THOMAS","","KN136-S","HAND","tissue","WHOLE","MUSS","7-Aug-97",1997,"BOISL","HARRIS","NMFS ABL",60.382,-147.712,"ENV","GOOD"
"EVOSTC",805906,1,"ABL","R100397","",NA,NA,0.6,8.5,"TISSUE","RMB_070","",NA,13.15,13.15,992.26,"","THOMAS","","KN136-L","HAND","tissue","WHOLE","MUSS","7-Aug-97",1997,"BOISL","HARRIS","NMFS ABL",60.382,-147.712,"ENV","GOOD"
"EVOSTC",805907,1,"ABL","R100397","",NA,NA,0.65,7.35,"TISSUE","RMB_070","",NA,0,0,1794.96,"","THOMAS","","KN505-S","HAND","tissue","WHOLE","MUSS","7-Aug-97",1997,"HERRP","HARRIS","NMFS ABL",60.474,-147.791,"ENV","GOOD"
"EVOSTC",805908,1,"ABL","R100397","",NA,NA,0.67,8.51,"TISSUE","RMB_070","",NA,1.6,1.6,1568.63,"","THOMAS","","KN505-L","HAND","tissue","WHOLE","MUSS","7-Aug-97",1997,"HERRP","HARRIS","NMFS ABL",60.474,-147.791,"ENV","GOOD"
"EVOSTC",805909,1,"ABL","R100397","",NA,NA,0.62,7.48,"TISSUE","RMB_070","",NA,4.04,4.04,2107.44,"","THOMAS","","KN133-S","HAND","tissue","WHOLE","MUSS","7-Aug-97",1997,"HERRP","HARRIS","NMFS ABL",60.474,-147.791,"ENV","GOOD"
"EVOSTC",805910,1,"ABL","R010898","",NA,NA,0.53,8.06,"TISSUE","RMB_070","",NA,3.73,3.2,1194.17,"","THOMAS","","KN133-L","HAND","tissue","WHOLE","MUSS","7-Aug-97",1997,"HERRP","HARRIS","NMFS ABL",60.474,-147.791,"ENV","GOOD"
"EVOSTC",806501,1,"ABL","R112497","",NA,NA,0.286,0.286,"SEDIMENT","RMB_071","",NA,14866.5,14794.45,153833,"","CHENEGA","96291","LA020-B","HAND","sediment","BULKOIL","","20-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806504,1,"ABL","R112497","",NA,NA,0.073,0.073,"SEDIMENT","RMB_071","",NA,383181.255,376417.095,1865880,"","CHENEGA","96291","LA020-B","HAND","sediment","BULKOIL","","20-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806523,1,"ABL","R112497","",NA,NA,0.115,0.115,"SEDIMENT","RMB_071","",NA,80391.57,79779.19,219226,"","CHENEGA","96291","LA020-C south","HAND","sediment","BULKOIL","","21-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806531,1,"ABL","R112497","",NA,NA,0.068,0.068,"SEDIMENT","RMB_071","",NA,54442.43,53489.38,397707,"","CHENEGA","96291","LA020-C north","HAND","sediment","BULKOIL","","22-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806546,1,"ABL","R112497","",NA,NA,0.077,0.077,"SEDIMENT","RMB_071","",NA,23421.77,23226.62,270706,"","CHENEGA","96291","LA015","HAND","sediment","BULKOIL","","23-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806615,1,"ABL","R112497","",NA,NA,0.063,0.063,"SEDIMENT","RMB_071","",NA,199282.138,196114.318,1880620,"","CHENEGA","96291","EV037","HAND","sediment","BULKOIL","","25-May-97",1997,"BISHR","BRODERSEN","NMFS",60.122,-147.931,"ENV","GOOD"
"EVOSTC",806701,1,"ABL","R060397","",NA,NA,1.82,9.89,"TISSUE","RMB_071","",NA,1.96,1.73,1497.25,"","CHENEGA","96291","LA020-B","HAND","tissue","","MUSS","22-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806707,1,"ABL","R060397","",NA,NA,1.12,9.98,"TISSUE","RMB_071","",NA,1.14,1.14,1003.2,"","CHENEGA","96291","LA020-C, s","HAND","tissue","","MUSS","23-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806713,1,"ABL","R061797","",NA,NA,1.19,10.11,"TISSUE","RMB_071","",NA,4.12,4.12,668.79,"","CHENEGA","96291","LA021","HAND","tissue","","MUSS","24-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806714,1,"ABL","R061797","",NA,NA,1.07,10.16,"TISSUE","RMB_071","",NA,2.7,2.7,940.69,"","CHENEGA","96291","LA020-C, n","HAND","tissue","","MUSS","25-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806720,1,"ABL","R061797","",NA,NA,1.45,10.05,"TISSUE","RMB_071","",NA,2.08,2.08,839.7,"","CHENEGA","96291","LA021","HAND","tissue","","MUSS","26-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806721,1,"ABL","R062797","",NA,NA,1.7,10.12,"TISSUE","RMB_071","",NA,2.85,2.85,512.67,"","CHENEGA","96291","LA020-C, s","HAND","tissue","","CHIT","23-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806722,1,"ABL","R062797","",NA,NA,1.85,9.94,"TISSUE","RMB_071","",NA,3.46,3.46,471.1,"","CHENEGA","96291","EV037","HAND","tissue","","CHIT","25-May-97",1997,"BISHR","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806723,1,"ABL","R062797","",NA,NA,1.66,10.67,"TISSUE","RMB_071","",NA,1.57,1.57,769.73,"","CHENEGA","96291","LA016","HAND","tissue","","CHIT","24-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806724,1,"ABL","R062797","",NA,NA,1.65,10.03,"TISSUE","RMB_071","",NA,2.44,2.44,528.76,"","CHENEGA","96291","LA015","HAND","tissue","","CHIT","24-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806725,1,"ABL","R062797","",NA,NA,0.73,2.37,"TISSUE","RMB_071","",NA,6.91,6.91,680.77,"","CHENEGA","96291","LA017","HAND","tissue","","CHIT","26-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806726,1,"ABL","R061797","",NA,NA,0.91,10.02,"TISSUE","RMB_071","",NA,3.01,3.01,1924.12,"","CHENEGA","96291","ER020, w","HAND","tissue","","MUSS","22-May-97",1997,"ELRII","BRODERSEN","NMFS",60.039,-147.833,"ENV","GOOD"
"EVOSTC",806727,1,"ABL","R061797","",NA,NA,1.19,10.04,"TISSUE","RMB_071","",NA,2.15,2.15,626.83,"","CHENEGA","96291","LA015","HAND","tissue","","MUSS","27-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806728,1,"ABL","R061797","",NA,NA,1.24,10.13,"TISSUE","RMB_071","",NA,2.93,2.93,1652.39,"","CHENEGA","96291","EV039","HAND","tissue","","MUSS","24-May-97",1997,"BISHR","BRODERSEN","NMFS",60.122,-147.931,"ENV","GOOD"
"EVOSTC",806729,1,"ABL","R061797","",NA,NA,1.14,10.04,"TISSUE","RMB_071","",NA,1.46,1.46,2044.89,"","CHENEGA","96291","EV037","HAND","tissue","","MUSS","25-May-97",1997,"BISHR","BRODERSEN","NMFS",60.122,-147.931,"ENV","GOOD"
"EVOSTC",806730,1,"ABL","R061797","",NA,NA,1.18,10.08,"TISSUE","RMB_071","",NA,2.93,2.93,2713.93,"","CHENEGA","96291","EV039,east","HAND","tissue","","MUSS","25-May-97",1997,"BISHR","BRODERSEN","NMFS",60.122,-147.931,"ENV","GOOD"
"EVOSTC",806731,1,"ABL","R062797","",NA,NA,2.28,10.14,"TISSUE","RMB_071","",NA,3.12,3.12,225,"","CHENEGA","96291","LA020-C, n","HAND","tissue","","CHIT","25-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806732,1,"ABL","R061797","",NA,NA,1.11,10,"TISSUE","RMB_071","",NA,1.71,1.71,583.78,"","CHENEGA","96291","pre-caging","HAND","tissue","","MUSS","24-May-97",1997,"SLEEB","BRODERSEN","NMFS",60.075,-147.833,"ENV","GOOD"
"EVOSTC",806748,1,"ABL","R061797","",NA,NA,1.01,10.12,"TISSUE","RMB_071","",NA,1.8,1.8,632.35,"","CHENEGA","96291","ER020,e","HAND","tissue","","MUSS","27-May-97",1997,"ELRII","BRODERSEN","NMFS",60.039,-148,"ENV","GOOD"
"EVOSTC",806749,1,"ABL","R061797","",NA,NA,0.87,10.12,"TISSUE","RMB_071","",NA,0.95,0.95,462.26,"","CHENEGA","96291","ER020,w","HAND","tissue","","MUSS","27-May-97",1997,"ELRII","BRODERSEN","NMFS",60.039,-148,"ENV","GOOD"
"EVOSTC",806750,1,"ABL","R061797","",NA,NA,1.29,10.02,"TISSUE","RMB_071","",NA,1.88,1.88,1156.3,"","CHENEGA","96291","ER020,w","HAND","tissue","","MUSS","27-May-97",1997,"ELRII","BRODERSEN","NMFS",60.039,-148,"ENV","GOOD"
"EVOSTC",806751,1,"ABL","R062797","",NA,NA,2.3,10.07,"TISSUE","RMB_071","",NA,4.11,4.11,592.92,"","CHENEGA","96291","ER020,w","HAND","tissue","","CHIT","27-May-97",1997,"ELRII","BRODERSEN","NMFS",60.04,-148,"ENV","GOOD"
"EVOSTC",806801,1,"ABL","R060397","",NA,NA,80.31,100.08,"SEDIMENT","RMB_072","",NA,30.75,28.83,255.37,"","KATALLA","","","HAND","sediment","","","23-May-97",1997,"COPRD","SHORT","NMFS",60.438,-145.02,"ENV","GOOD"
"EVOSTC",806802,1,"ABL","R060397","",NA,NA,83.65,100.72,"SEDIMENT","RMB_072","",NA,19.65,18.55,410.55,"","KATALLA","","","HAND","sediment","","","23-May-97",1997,"COPRD","SHORT","NMFS",60.685,-144.731,"ENV","GOOD"
"EVOSTC",806803,1,"ABL","R060397","",NA,NA,79.2,100.22,"SEDIMENT","RMB_072","",NA,16.46,15.54,270.03,"","KATALLA","","","HAND","sediment","","","23-May-97",1997,"COPRD","SHORT","NMFS",60.453,-145.047,"ENV","GOOD"
"EVOSTC",806804,1,"ABL","R060397","",NA,NA,99.39,100.01,"SEDIMENT","RMB_072","",NA,48.74,45.46,417.74,"","KATALLA","","","HAND","sediment","","","23-May-97",1997,"COPRD","SHORT","NMFS",60.491,-144.97,"ENV","GOOD"
"EVOSTC",806805,1,"ABL","R060397","",NA,NA,79.72,99.95,"SEDIMENT","RMB_072","",NA,17.08,16.15,115.99,"","KATALLA","","","HAND","sediment","","","23-May-97",1997,"COPRD","SHORT","NMFS",60.524,-144.887,"ENV","GOOD"
"EVOSTC",806806,1,"ABL","R060397","",NA,NA,79.84,100.09,"SEDIMENT","RMB_072","",NA,32.33,30.27,276.57,"","KATALLA","","","HAND","sediment","","","23-May-97",1997,"BERRV","SHORT","NMFS",60.534,-144.813,"ENV","GOOD"
"EVOSTC",806807,1,"ABL","R081997","",NA,NA,39.28,48.57,"SEDIMENT","RMB_072","",NA,353.56,325.49,886.4,"","KATALLA","","","HAND","sediment","","","9-Jun-97",1997,"BERRV","SHORT","NMFS",60.193,-144.201,"ENV","GOOD"
"EVOSTC",806808,1,"ABL","R081997","",NA,NA,34.68,45.2,"SEDIMENT","RMB_072","",NA,774.05,735.26,3274.47,"","KATALLA","","","HAND","sediment","","","9-Jun-97",1997,"BERRV","SHORT","NMFS",60.327,-144.337,"ENV","GOOD"
"EVOSTC",806809,1,"ABL","R081997","",NA,NA,33.78,53.69,"SEDIMENT","RMB_072","",NA,2175.69,2091.04,4673,"","KATALLA","","","HAND","sediment","","","9-Jun-97",1997,"BERRV","SHORT","NMFS",60.304,-44.243,"ENV","GOOD"
"EVOSTC",806810,1,"ABL","R081997","",NA,NA,44.69,52.66,"SEDIMENT","RMB_072","",NA,438.1,425.27,468.55,"","KATALLA","","","HAND","sediment","","","9-Jun-97",1997,"BERRV","SHORT","NMFS",60.406,-144.133,"ENV","GOOD"
"EVOSTC",806811,1,"ABL","R081997","",NA,NA,45.04,55.23,"SEDIMENT","RMB_072","",NA,195.29,188.78,0,"","KATALLA","","","HAND","sediment","","","9-Jun-97",1997,"BERRV","SHORT","NMFS",60.4,-144.119,"ENV","GOOD"
"EVOSTC",806812,1,"ABL","R081997","",NA,NA,33.71,43.68,"SEDIMENT","RMB_072","",NA,432.56,422.41,324.96,"","KATALLA","","","HAND","sediment","","","9-Jun-97",1997,"BERRV","SHORT","NMFS",60.569,-143.867,"ENV","GOOD"
"EVOSTC",806813,1,"ABL","R081997","",NA,NA,43.08,44.38,"SEDIMENT","RMB_072","",NA,122.49,119.8,0,"","KATALLA","","","HAND","sediment","","","9-Jun-97",1997,"BERRV","SHORT","NMFS",60.569,-143.867,"ENV","GOOD"
"EVOSTC",806814,1,"ABL","R081997","",NA,NA,37.02,46.15,"SEDIMENT","RMB_072","",NA,5122.23,4644.95,11482.85,"","KATALLA","","","HAND","sediment","","","3-Jul-97",1997,"BERRV","SHORT","NMFS",60.083,-142.519,"ENV","GOOD"
