Sin,depth,Project,FundingSource,projectCode,invest,CollectMethod,matrix,SubMatrix,species,DateCollected,Year,location,sampler,agency,LAT,LONG,SampleType,QCERROR,comment
1900807,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh W,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.38311,-147.71775,ENV,,visible sheen
1900809,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh W,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.38311,-147.71775,ENV,,visible sheen
1900811,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh S,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.37835,-147.70923,ENV,,visible sheen
1900813,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh S,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.37839,-147.70917,ENV,,visible sheen
1900815,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh S,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.37833,-147.70911,ENV,,visible sheen
1900817,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh S,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.37831,-147.70909,ENV,,visible sheen
1900819,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh S,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.3783,-147.70911,ENV,,visible sheen
1900821,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh S,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.37839,-147.70932,ENV,,visible sheen
1900823,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh S,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.37839,-147.7093,ENV,,visible sheen
1900825,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh S,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.37841,-147.70948,ENV,,visible sheen
1900827,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh S,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.37839,-147.70942,ENV,,visible sheen
1900829,,Nearshore Otter Duck,EVOSTC,070808,Death Marsh S,HAND,SEDIMENT,,,30-Aug-08,2008,DMARS,Reed,USGS,60.37833,-147.70923,ENV,,visible sheen
1900831,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 1,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.39694,-147.80892,ENV,,reference
1900833,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 1,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.39685,-147.8088,ENV,,reference
1900835,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 1,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.39685,-147.80842,ENV,,reference
1900837,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 1,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.39683,-147.80841,ENV,,reference
1900839,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 1,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.39681,-147.80835,ENV,,reference
1900841,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 1,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.3968,-147.80833,ENV,,reference
1900843,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 1,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.39665,-147.80826,ENV,,reference
1900845,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 1,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.39667,-147.80817,ENV,,reference
1900847,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 1,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.39667,-147.80815,ENV,,reference
1900849,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 1,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.39666,-147.80807,ENV,,reference
1900901,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 2,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.40558,-147.76725,ENV,,reference
1900903,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 2,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.40556,-147.76727,ENV,,reference
1900905,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 2,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.40542,-147.7673,ENV,,reference
1900907,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 2,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.40557,-147.76725,ENV,,reference
1900909,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 2,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.40568,-147.76724,ENV,,reference
1900911,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 2,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.40521,-147.76727,ENV,,reference
1900913,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 2,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.40525,-147.76694,ENV,,reference
1900915,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 2,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.40526,-147.76693,ENV,,reference
1900917,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 2,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.40525,-147.76688,ENV,,reference
1900919,,Nearshore Otter Duck,EVOSTC,070808,Lwr Herring Bay 2,HAND,SEDIMENT,,,18-Sep-08,2008,LHERR,Reed,USGS,60.40522,-147.76691,ENV,,reference
1901101,,SPMD/HADU,EVOSTC,80839,HADUSPMDFB,,SPMD,,,17-Jun-08,2008,NWBAY,SPRINGMAN,,60.55075,-147.57959,ENV,,
1901102,,SPMD/HADU,EVOSTC,80839,HADUSPMDTB,,SPMD,,,17-Jun-08,2008,NWBAY,SPRINGMAN,,60.54263,-148.31591,ENV,,
1901701,,SPMD/HADU,EVOSTC,80839,HADUSPMD01,,SPMD,,,18-Jun-08,2008,PNELJ,SPRINGMAN,,60.54814,-148.16579,ENV,,
1901702,,SPMD/HADU,EVOSTC,80839,HADUSPMD02,,SPMD,,,18-Jun-08,2008,MCCLP,SPRINGMAN,,60.55075,-147.57959,ENV,,
1901703,,SPMD/HADU,EVOSTC,80839,HADUSPMD03,,SPMD,,,18-Jun-08,2008,ELEAI,SPRINGMAN,,60.30018,-147.06353,ENV,,
1901704,,SPMD/HADU,EVOSTC,80839,HADUSPMD04,,SPMD,,,18-Jun-08,2008,ZAIKB,SPRINGMAN,,60.30018,-147.06353,ENV,,
1901705,,SPMD/HADU,EVOSTC,80839,HADUSPMD05,,SPMD,,,18-Jun-08,2008,DISKI,SPRINGMAN,,60.4984,-147.65935,ENV,,DISK ISLAND(U)
1901706,,SPMD/HADU,EVOSTC,80839,HADUSPMD06,,SPMD,,,18-Jun-08,2008,DISKI,SPRINGMAN,,60.4984,-147.65935,ENV,,DISK ISLAND(L)
1901707,,SPMD/HADU,EVOSTC,80839,HADUSPMD07,,SPMD,,,18-Jun-08,2008,HERRB,SPRINGMAN,,60.48481,-147.7233,ENV,,
1901708,,SPMD/HADU,EVOSTC,80839,HADUSPMD08,,SPMD,,,18-Jun-08,2008,BOISL,SPRINGMAN,,60.38056,-147.71437,ENV,,
1901709,,SPMD/HADU,EVOSTC,80839,HADUSPMD09,,SPMD,,,18-Jun-08,2008,MINIM,SPRINGMAN,,60.47746,-147.64832,ENV,,
1901710,,SPMD/HADU,EVOSTC,80839,HADUSPMD10,,SPMD,,,18-Jun-08,2008,DEERI,SPRINGMAN,,60.449,-147.75961,ENV,,
1901810,,HADU-SPMD PWS,EVOSTC,,PWSSC-5-weathered,,SPMD,,,05-Nov-08,2008,ELEAI,McNeal,NMFS,60.55075,-147.57959,ENV,,
1901811,,HADU-SPMD PWS,EVOSTC,,PWSSC-1-weathered,,SPMD,,,05-Nov-08,2008,ELEAI,McNeal,NMFS,60.55075,-147.57959,ENV,,
1901812,,HADU-SPMD PWS,EVOSTC,,PWSSC-5-fresh,,SPMD,,,05-Nov-08,2008,ELEAI,McNeal,NMFS,60.55075,-147.57959,ENV,,
1901813,,HADU-SPMD PWS,EVOSTC,,PWSSC-1-fresh,,SPMD,,,05-Nov-08,2008,ELEAI,McNeal,NMFS,60.55075,-147.57959,ENV,,
2000401,,Cordova-CHILKAT,EVOSTC,,CBH-S,HAND,SEDIMENT,,,06-Jun-09,2009,Cordova Harbor,Alexander Kate,PWSSC,60.54,-145.76,ENV,,
2000402,,Cordova-CHILKAT,EVOSTC,,CBH-M,HAND,TISSUE,WHOLE,MUSS,06-Jun-09,2009,Cordova Harbor,Alexander Kate,PWSSC,60.54,-145.76,ENV,,
2000403,,Cordova-CHILKAT,EVOSTC,,CHIL-1,HAND,SEDIMENT,,,06-Jun-09,2009,Chilkat,Alexander Kate,PWSSC,60.18,-144.23,ENV,,
2000404,,Cordova-CHILKAT,EVOSTC,,CHIL-2,HAND,SEDIMENT,,,06-Jun-09,2009,Chilkat,Alexander Kate,PWSSC,60.18,-144.23,ENV,,
2000406,,Cordova-CHILKAT,EVOSTC,,CHIL-4,HAND,SEDIMENT,,,06-Jun-09,2009,Chilkat,Alexander Kate,PWSSC,60.18,-144.23,ENV,,
2000409,,Cordova-CHILKAT,EVOSTC,,CHIL-7,HAND,SEDIMENT,,,06-Jun-09,2009,Chilkat,Alexander Kate,PWSSC,60.18,-144.23,ENV,,
20110301,,Lingering oil-GOA,EVOSTC,11100112,Lab Blank,Hand,PEMD,,,03-May-11,2011,ABL/TSMRI,Irvine Gail,USGS,,,blank,,
20110302,,Lingering oil-GOA,EVOSTC,11100112,Lab Blank,Hand,PEMD,,,03-May-11,2011,ABL/TSMRI,Irvine Gail,USGS,,,blank,,
20110305,,Lingering oil-GOA,EVOSTC,11100112,PEMD-puck1CapeD,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110306,,Lingering oil-GOA,EVOSTC,11100112,Puck2-CD-O,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110307,,Lingering oil-GOA,EVOSTC,11100112,Puck3-CD-O,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110308,,Lingering oil-GOA,EVOSTC,11100112,Puck4-CD-O,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110309,,Lingering oil-GOA,EVOSTC,11100112,Puck5-CD-O,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110310,,Lingering oil-GOA,EVOSTC,11100112,Puck6-CD-O,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110311,,Lingering oil-GOA,EVOSTC,11100112,Puck7-CD-O,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110312,,Lingering oil-GOA,EVOSTC,11100112,Puck8-CD-O,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110313,,Lingering oil-GOA,EVOSTC,11100112,Puck9-CD-O,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110314,,Lingering oil-GOA,EVOSTC,11100112,Puck10-CD-O,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110315,,Lingering oil-GOA,EVOSTC,11100112,Puck11-CD-O,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110316,,Lingering oil-GOA,EVOSTC,11100112,Field Blank,Hand,PEMD,,,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,blank,,
20110317,,Lingering oil-GOA,EVOSTC,11100112,Puck1-KI-C,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110318,,Lingering oil-GOA,EVOSTC,11100112,Puck2-KI-C,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110319,,Lingering oil-GOA,EVOSTC,11100112,Puck3-KI-C,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110320,,Lingering oil-GOA,EVOSTC,11100112,Puck4-KI-C,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110321,,Lingering oil-GOA,EVOSTC,11100112,Field Blank,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110322,,Lingering oil-GOA,EVOSTC,11100112,Puck1-KI-O,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110323,,Lingering oil-GOA,EVOSTC,11100112,Puck2-KI-O,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110324,,Lingering oil-GOA,EVOSTC,11100112,Puck3-KI-O,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110325,,Lingering oil-GOA,EVOSTC,11100112,Puck4-KI-O,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110326,,Lingering oil-GOA,EVOSTC,11100112,Puck5-KI-O,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110327,,Lingering oil-GOA,EVOSTC,11100112,Puck6-KI-O,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110328,,Lingering oil-GOA,EVOSTC,11100112,Puck7-KI-O,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110329,,Lingering oil-GOA,EVOSTC,11100112,Puck8-KI-O,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110330,,Lingering oil-GOA,EVOSTC,11100112,Puck9-KI-O,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110331,,Lingering oil-GOA,EVOSTC,11100112,Field Blank,Hand,PEMD,,,16-Jun-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,blank,,
20110332,,Lingering oil-GOA,EVOSTC,11100112,Mytilus(mussels),Hand,TISSUE,WHOLE,MUSS,16-Jun-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,ENV,,
20110334,,Lingering oil-GOA,EVOSTC,11100112,Mussel #1,Hand,TISSUE,WHOLE,MUSS,18-May-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110335,,Lingering oil-GOA,EVOSTC,11100112,Mussel #2,Hand,TISSUE,WHOLE,MUSS,18-May-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,ENV,,
20110337,,Lingering oil-GOA,EVOSTC,11100112,Field Blank,Hand,PEMD,,,13-May-11,2011,CDOUG,Irvine Gail,USGS,58.87841667,-153.29465,blank,,
20110338,,Lingering oil-GOA,EVOSTC,11100112,Field Blank,Hand,PEMD,,,18-May-11,2011,KIUKP,Irvine Gail,USGS,58.5943333,-153.5495833,blank,,
20110339,,Lingering oil-GOA,EVOSTC,11100112,Trip Blank #1,Hand,PEMD,,,18-May-11,2011,,Irvine Gail,USGS,,,blank,,
20110340,,Lingering oil-GOA,EVOSTC,11100112,Trip Blank #2,Hand,PEMD,,,18-May-11,2011,,Irvine Gail,USGS,,,blank,,
20110341,,Lingering oil-GOA,EVOSTC,11100112,Trip Blank #3,Hand,PEMD,,,18-May-11,2011,,Irvine Gail,USGS,,,blank,,
20110901,,Bioremediation/PWS,EVOSTC,11100836,SM006B-Z1-2,Grab,SEDIMENT,,,07-Jul-11,2011,SMITI,Wrenn Brian,Temple Unive,60.88333333,-147.3833333,ENV,,
20110902,,Bioremediation/PWS,EVOSTC,11100836,SM006B-Z1-4,Grab,SEDIMENT,,,07-Jul-11,2011,SMITI,Wrenn Brian,Temple Unive,60.88333333,-147.3833333,ENV,,
20110903,,Bioremediation/PWS,EVOSTC,11100836,SM006B-Z2-2,Grab,SEDIMENT,,,07-Jul-11,2011,SMITI,Wrenn Brian,Temple Unive,60.88333333,-147.3833333,ENV,,
20110904,,Bioremediation/PWS,EVOSTC,11100836,SM006B-Z2-4,Grab,SEDIMENT,,,07-Jul-11,2011,SMITI,Wrenn Brian,Temple Unive,60.88333333,-147.3833333,ENV,,
20110905,,Bioremediation/PWS,EVOSTC,11100836,SM006B-Z3-2,Grab,SEDIMENT,,,07-Jul-11,2011,SMITI,Wrenn Brian,Temple Unive,60.88333333,-147.3833333,ENV,,
20110906,,Bioremediation/PWS,EVOSTC,11100836,SM006B-Z3-4,Grab,SEDIMENT,,,07-Jul-11,2011,SMITI,Wrenn Brian,Temple Unive,60.88333333,-147.3833333,ENV,,
20110908,,Bioremediation/PWS,EVOSTC,11100836,SM006B-Z4-2,Grab,SEDIMENT,,,07-Jul-11,2011,SMITI,Wrenn Brian,Temple Unive,60.88333333,-147.3833333,ENV,,
20110909,,Bioremediation/PWS,EVOSTC,11100836,SM006B-Z4-4,Grab,SEDIMENT,,,07-Jul-11,2011,SMITI,Wrenn Brian,Temple Unive,60.88333333,-147.3833333,ENV,,
20111001,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z1-4,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111002,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z1-24,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111003,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z2-4,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111004,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z2-19,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111005,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z2-24,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111006,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z3-4,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111007,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z1-19,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111008,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z3-24,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111009,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z3-19,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111010,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z4-4,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111011,,Bioremediation/PWS,EVOSTC,11100836,EL056C-Z4-19,Grab,SEDIMENT,,,23-May-11,2011,ELEAI,Wrenn Brian,Temple Unive,60.55,-147.5666667,ENV,,
20111012,,Bioremediation/PWS,EVOSTC,11100836,EL015E-IA-1-Top,Grab,SEDIMENT,,,27-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.5666667,ENV,,Invest# appears to be in error but is as recorded in chain of custody
20111013,,Bioremediation/PWS,EVOSTC,11100836,EL015E-IA-1-Bottom,Grab,SEDIMENT,,,27-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.5666667,ENV,,Invest# appears to be in error but is as recorded in chain of custody
20111014,,Bioremediation/PWS,EVOSTC,11100836,EL015E-IA-3-Top,Grab,SEDIMENT,,,27-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.5666667,ENV,,Invest# appears to be in error but is as recorded in chain of custody
20111015,,Bioremediation/PWS,EVOSTC,11100836,EL015E-IA-3-Bottom,Grab,SEDIMENT,,,27-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.5666667,ENV,,Invest# appears to be in error but is as recorded in chain of custody
20111016,,Bioremediation/PWS,EVOSTC,11100836,LA015E-I-B-1-Top,Grab,SEDIMENT,,,27-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111017,,Bioremediation/PWS,EVOSTC,11100836,LA015E-I-B-1-Bottom,Grab,SEDIMENT,,,27-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111018,,Bioremediation/PWS,EVOSTC,11100836,LA015E-I-B-2-Top,Grab,SEDIMENT,,,27-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111019,,Bioremediation/PWS,EVOSTC,11100836,LA015E-I-B-2-Bottom,Grab,SEDIMENT,,,27-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111020,,Bioremediation/PWS,EVOSTC,11100836,LA015E-I-B-4-Top,Grab,SEDIMENT,,,27-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111021,,Bioremediation/PWS,EVOSTC,11100836,LA015E-I-B-4-Bottom,Grab,SEDIMENT,,,27-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111022,,Bioremediation/PWS,EVOSTC,11100836,LA015E-Z1-2,Grab,SEDIMENT,,,28-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111023,,Bioremediation/PWS,EVOSTC,11100836,LA015E-Z1-4,Grab,SEDIMENT,,,28-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111024,,Bioremediation/PWS,EVOSTC,11100836,LA015E-Z2-2,Grab,SEDIMENT,,,28-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111025,,Bioremediation/PWS,EVOSTC,11100836,LA015E-Z2-4,Grab,SEDIMENT,,,28-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111026,,Bioremediation/PWS,EVOSTC,11100836,LA015E-Z3-2,Grab,SEDIMENT,,,28-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111027,,Bioremediation/PWS,EVOSTC,11100836,LA015E-Z3-4,Grab,SEDIMENT,,,28-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111028,,Bioremediation/PWS,EVOSTC,11100836,LA015E-Z4-2,Grab,SEDIMENT,,,28-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111029,,Bioremediation/PWS,EVOSTC,11100836,LA015E-Z4-4,Grab,SEDIMENT,,,28-May-11,2011,LATOI,Wrenn Brian,Temple Unive,60.05,-147.8166667,ENV,,
20111030,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-InjA-1-Top,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111031,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-InjA-1-Bottom,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111032,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-InjA-3-Top,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111033,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-InjA-3-Bottom,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111034,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-InjB-2-Top,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111035,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-InjB-2-Bottom,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111036,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-InjB-4-Top,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111037,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-InjB-4-Bottom,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111038,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-Z1-2,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111039,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-Z1-4,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111040,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-Z2-2,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111041,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-Z2-4,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111042,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-Z3-2,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111043,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-Z3-4,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
20111044,,Bioremediation/PWS,EVOSTC,11100836,PWS3A44-Z4-2,Grab,SEDIMENT,,,02-Jun-11,2011,PERRI,Wrenn Brian,Temple Unive,60.65,-147.9166667,ENV,,
